Time,Energy delta_Wh,GHI,temp,pressure,humidity,wind_speed,rain_1h,clouds_all,predicted_energy
4/6/2018 11:00,2726,197.4,22.6,1012,65,5.2,0,76,3838.224702
4/6/2018 11:15,2041,185,22.6,1012,65,5.2,0,76,3050.99853
4/6/2018 11:30,2779,185.4,22.6,1012,65,5.2,0,76,2869.446239
4/6/2018 11:45,2865,184.6,22.6,1012,65,5.2,0,76,3041.153286
4/6/2018 12:00,3371,186.2,22.8,1011,63,5.3,0,55,3057.538189
4/6/2018 12:15,3653,179.9,22.8,1011,63,5.3,0,55,3188.666534
4/6/2018 12:30,3762,174.4,22.8,1011,63,5.3,0,55,3289.868099
4/6/2018 12:45,2485,187.1,22.8,1011,63,5.3,0,55,3426.221968
4/6/2018 13:00,2780,174.5,23.3,1011,60,5,0,13,2861.776679
4/6/2018 13:15,3497,176.6,23.3,1011,60,5,0,13,2819.072911
4/6/2018 13:30,2655,154.6,23.3,1011,60,5,0,13,2891.705813
4/6/2018 13:45,2084,160.8,23.3,1011,60,5,0,13,2665.537034
4/6/2018 14:00,2169,163.9,23.4,1010,59,4.8,0,6,2291.613696
4/6/2018 14:15,2495,156.1,23.4,1010,59,4.8,0,6,2165.751742
4/6/2018 14:30,2198,147.9,23.4,1010,59,4.8,0,6,2167.587692
4/6/2018 14:45,1724,139.3,23.4,1010,59,4.8,0,6,2006.565961
4/6/2018 15:00,1641,130.4,22.9,1009,58,4.8,0,3,1658.784505
4/6/2018 15:15,1457,121.3,22.9,1009,58,4.8,0,3,1480.530297
4/6/2018 15:30,1192,112,22.9,1009,58,4.8,0,3,1234.043967
4/6/2018 15:45,1015,102.5,22.9,1009,58,4.8,0,3,1031.095547
4/6/2018 16:00,767,93,22.6,1009,60,4.6,0,3,774.1524538
4/6/2018 16:15,571,83.3,22.6,1009,60,4.6,0,3,596.1413523
4/6/2018 16:30,418,73.7,22.6,1009,60,4.6,0,3,454.6478336
4/6/2018 16:45,308,64.3,22.6,1009,60,4.6,0,3,336.4154467
4/6/2018 17:00,254,54.9,21.6,1009,64,4.2,0,5,264.75851
4/6/2018 17:15,218,45.9,21.6,1009,64,4.2,0,5,234.223754
4/6/2018 17:30,181,37.2,21.6,1009,64,4.2,0,5,205.6338638
4/6/2018 17:45,148,29,21.6,1009,64,4.2,0,5,167.9574263
4/6/2018 18:00,119,21.4,20.3,1009,70,3.2,0,4,133.4939703
4/6/2018 18:15,90,14.6,20.3,1009,70,3.2,0,4,94.53259012
4/6/2018 18:30,64,8.8,20.3,1009,70,3.2,0,4,73.98332989
4/6/2018 18:45,37,4.2,20.3,1009,70,3.2,0,4,54.43870839
4/6/2018 19:00,13,1,18.9,1009,81,2.2,0,3,13.68488975
4/6/2018 19:15,0,0,18.9,1009,81,2.2,0,3,5.301350073
4/6/2018 19:30,0,0,18.9,1009,81,2.2,0,3,4.515135936
4/6/2018 19:45,0,0,18.9,1009,81,2.2,0,3,4.515135936
4/6/2018 20:00,0,0,16.4,1009,90,2,0,3,4.515135936
4/6/2018 20:15,0,0,16.4,1009,90,2,0,3,4.515135936
4/6/2018 20:30,0,0,16.4,1009,90,2,0,3,4.515135936
4/6/2018 20:45,0,0,16.4,1009,90,2,0,3,4.515135936
4/6/2018 21:00,0,0,15.9,1009,95,2.1,0,3,4.515135936
4/6/2018 21:15,0,0,15.9,1009,95,2.1,0,3,4.515135936
4/6/2018 21:30,0,0,15.9,1009,95,2.1,0,3,4.515135936
4/6/2018 21:45,0,0,15.9,1009,95,2.1,0,3,4.515135936
4/6/2018 22:00,0,0,14.6,1010,93,2,0,8,4.515135936
4/6/2018 22:15,0,0,14.6,1010,93,2,0,8,4.515135936
4/6/2018 22:30,0,0,14.6,1010,93,2,0,8,4.515135936
4/6/2018 22:45,0,0,14.6,1010,93,2,0,8,4.515135936
4/6/2018 23:00,0,0,14.6,1010,93,2.6,0,32,4.515135936
4/6/2018 23:15,0,0,14.6,1010,93,2.6,0,32,4.515135936
4/6/2018 23:30,0,0,14.6,1010,93,2.6,0,32,4.515135936
4/6/2018 23:45,0,0,14.6,1010,93,2.6,0,32,4.515135936
5/6/2018 0:00,0,0,14.5,1010,93,3,0,65,4.674401259
5/6/2018 0:15,0,0,14.5,1010,93,3,0,65,4.674401259
5/6/2018 0:30,0,0,14.5,1010,93,3,0,65,4.674401259
5/6/2018 0:45,0,0,14.5,1010,93,3,0,65,4.674401259
5/6/2018 1:00,0,0,14.1,1010,94,3.3,0,98,4.674401259
5/6/2018 1:15,0,0,14.1,1010,94,3.3,0,98,4.674401259
5/6/2018 1:30,0,0,14.1,1010,94,3.3,0,98,4.674401259
5/6/2018 1:45,0,0,14.1,1010,94,3.3,0,98,4.674401259
5/6/2018 2:00,0,0,13.6,1010,94,3.7,0,99,4.674401259
5/6/2018 2:15,0,0,13.6,1010,94,3.7,0,99,4.674401259
5/6/2018 2:30,0,0.1,13.6,1010,94,3.7,0,99,4.674401259
5/6/2018 2:45,0,1.9,13.6,1010,94,3.7,0,99,4.674401259
5/6/2018 3:00,20,5.3,14.4,1009,95,3.9,0,98,30.3154454
5/6/2018 3:15,47,9.8,14.4,1009,95,3.9,0,98,39.34172492
5/6/2018 3:30,63,6,14.4,1009,95,3.9,0,98,71.15056969
5/6/2018 3:45,131,4.6,14.4,1009,95,3.9,0,98,88.27518404
5/6/2018 4:00,154,11.7,15.2,1009,94,4.1,0,100,166.748138
5/6/2018 4:15,174,13.1,15.2,1009,94,4.1,0,100,189.811903
5/6/2018 4:30,237,15.2,15.2,1009,94,4.1,0,100,211.5286077
5/6/2018 4:45,341,19.4,15.2,1009,94,4.1,0,100,303.0661996
5/6/2018 5:00,372,23.8,15.5,1010,92,5,0,100,389.0224546
5/6/2018 5:15,378,13,15.5,1010,92,5,0,100,390.4338603
5/6/2018 5:30,385,8,15.5,1010,92,5,0,100,378.1521826
5/6/2018 5:45,366,13,15.5,1010,92,5,0,100,414.1812556
5/6/2018 6:00,379,19.3,16.7,1011,88,4.7,0,100,419.1027482
5/6/2018 6:15,389,24.1,16.7,1011,88,4.7,0,100,431.0320075
5/6/2018 6:30,480,26.4,16.7,1011,88,4.7,0,100,456.3711458
5/6/2018 6:45,528,26.7,16.7,1011,88,4.7,0,100,507.437709
5/6/2018 7:00,730,35.6,17.2,1011,85,4.6,0,100,572.4523085
5/6/2018 7:15,706,42.5,17.2,1011,85,4.6,0,100,733.8388976
5/6/2018 7:30,548,40.6,17.2,1011,85,4.6,0,100,727.6856117
5/6/2018 7:45,653,20.6,17.2,1011,85,4.6,0,100,571.1464854
5/6/2018 8:00,445,12.1,17.8,1011,83,4.3,0,99,604.129871
5/6/2018 8:15,388,12.5,17.8,1011,83,4.3,0,99,443.0247689
5/6/2018 8:30,493,12.8,17.8,1011,83,4.3,0,99,427.5438396
5/6/2018 8:45,619,13.1,17.8,1011,83,4.3,0,99,481.2119638
5/6/2018 9:00,467,13.3,17.9,1011,81,4.2,0.12,83,555.1975411
5/6/2018 9:15,429,13.7,17.9,1011,81,4.2,0.12,83,482.3707989
5/6/2018 9:30,731,18.8,17.9,1011,81,4.2,0.12,83,482.9164927
5/6/2018 9:45,683,31.1,17.9,1011,81,4.2,0.12,83,774.5099061
5/6/2018 10:00,2115,67.7,19.5,1012,79,4.3,0.13,83,914.1801764
5/6/2018 10:15,3261,97.6,19.5,1012,79,4.3,0.13,83,2149.771974
5/6/2018 10:30,3691,127.1,19.5,1012,79,4.3,0.13,83,2869.870652
5/6/2018 10:45,4122,178,19.5,1012,79,4.3,0.13,83,3402.836324
5/6/2018 11:00,3910,200,21.6,1012,71,4.7,0,71,3836.383687
5/6/2018 11:15,3891,215.2,21.6,1012,71,4.7,0,71,3788.344619
5/6/2018 11:30,3886,220.6,21.6,1012,71,4.7,0,71,3774.531982
5/6/2018 11:45,3786,218.8,21.6,1012,71,4.7,0,71,3754.998655
5/6/2018 12:00,3692,216.2,21.9,1012,63,4.7,0,68,3615.358484
5/6/2018 12:15,3687,212.9,21.9,1012,63,4.7,0,68,3584.821642
5/6/2018 12:30,3567,209,21.9,1012,63,4.7,0,68,3524.799259
5/6/2018 12:45,3464,204.5,21.9,1012,63,4.7,0,68,3408.805256
5/6/2018 13:00,3418,199.3,21.5,1012,57,5,0,60,3243.239416
5/6/2018 13:15,3301,193.6,21.5,1012,57,5,0,60,3118.123548
5/6/2018 13:30,3137,187.3,21.5,1012,57,5,0,60,3096.410887
5/6/2018 13:45,2965,180.5,21.5,1012,57,5,0,60,2943.388866
5/6/2018 14:00,2814,173.3,20.9,1013,54,5.4,0,50,2727.244142
5/6/2018 14:15,2582,165.5,20.9,1013,54,5.4,0,50,2566.674784
5/6/2018 14:30,2362,157.4,20.9,1013,54,5.4,0,50,2331.901407
5/6/2018 14:45,2110,148.9,20.9,1013,54,5.4,0,50,2104.286125
5/6/2018 15:00,1891,140,20.2,1013,52,5.5,0,43,1867.578307
5/6/2018 15:15,1602,130.7,20.2,1013,52,5.5,0,43,1685.620713
5/6/2018 15:30,1314,121,20.2,1013,52,5.5,0,43,1464.561245
5/6/2018 15:45,1038,104.3,20.2,1013,52,5.5,0,43,1111.126913
5/6/2018 16:00,798,98.6,19.3,1013,52,5.5,0,30,865.6532563
5/6/2018 16:15,429,91.7,19.3,1013,52,5.5,0,30,644.5303891
5/6/2018 16:30,352,77.1,19.3,1013,52,5.5,0,30,383.9399187
5/6/2018 16:45,221,68.5,19.3,1013,52,5.5,0,30,308.1723454
5/6/2018 17:00,178,61.6,18.2,1014,53,5.2,0,29,231.18941
5/6/2018 17:15,164,50.7,18.2,1014,53,5.2,0,29,188.5272677
5/6/2018 17:30,146,42.7,18.2,1014,53,5.2,0,29,176.896867
5/6/2018 17:45,125,34.6,18.2,1014,53,5.2,0,29,150.0255693
5/6/2018 18:00,104,26.2,16.4,1014,59,4.4,0,8,121.2485161
5/6/2018 18:15,90,18.3,16.4,1014,59,4.4,0,8,93.92695748
5/6/2018 18:30,72,11.3,16.4,1014,59,4.4,0,8,76.50012203
5/6/2018 18:45,48,5.5,16.4,1014,59,4.4,0,8,62.19270734
5/6/2018 19:00,25,1.4,15,1015,64,4.2,0,2,21.41105154
5/6/2018 19:15,0,0,15,1015,64,4.2,0,2,5.729883878
5/6/2018 19:30,0,0,15,1015,64,4.2,0,2,4.537335773
5/6/2018 19:45,0,0,15,1015,64,4.2,0,2,4.515135936
5/6/2018 20:00,0,0,13.2,1016,70,4.3,0,0,4.515135936
5/6/2018 20:15,0,0,13.2,1016,70,4.3,0,0,4.515135936
5/6/2018 20:30,0,0,13.2,1016,70,4.3,0,0,4.515135936
5/6/2018 20:45,0,0,13.2,1016,70,4.3,0,0,4.515135936
5/6/2018 21:00,0,0,12.9,1016,72,4.1,0,0,4.515135936
5/6/2018 21:15,0,0,12.9,1016,72,4.1,0,0,4.515135936
5/6/2018 21:30,0,0,12.9,1016,72,4.1,0,0,4.515135936
5/6/2018 21:45,0,0,12.9,1016,72,4.1,0,0,4.515135936
5/6/2018 22:00,0,0,10.8,1017,74,4.1,0,0,4.515135936
5/6/2018 22:15,0,0,10.8,1017,74,4.1,0,0,4.515135936
5/6/2018 22:30,0,0,10.8,1017,74,4.1,0,0,4.515135936
5/6/2018 22:45,0,0,10.8,1017,74,4.1,0,0,4.515135936
5/6/2018 23:00,0,0,9.8,1018,76,4.1,0,1,4.515135936
5/6/2018 23:15,0,0,9.8,1018,76,4.1,0,1,4.515135936
5/6/2018 23:30,0,0,9.8,1018,76,4.1,0,1,4.515135936
5/6/2018 23:45,0,0,9.8,1018,76,4.1,0,1,4.515135936
6/6/2018 0:00,0,0,9.2,1018,78,4.2,0,0,4.674401259
6/6/2018 0:15,0,0,9.2,1018,78,4.2,0,0,4.674401259
6/6/2018 0:30,0,0,9.2,1018,78,4.2,0,0,4.674401259
6/6/2018 0:45,0,0,9.2,1018,78,4.2,0,0,4.674401259
6/6/2018 1:00,0,0,9,1019,79,4.2,0,0,4.674401259
6/6/2018 1:15,0,0,9,1019,79,4.2,0,0,4.674401259
6/6/2018 1:30,0,0,9,1019,79,4.2,0,0,4.674401259
6/6/2018 1:45,0,0,9,1019,79,4.2,0,0,4.674401259
6/6/2018 2:00,0,0,8.7,1019,78,4.3,0,4,4.674401259
6/6/2018 2:15,0,0,8.7,1019,78,4.3,0,4,4.674401259
6/6/2018 2:30,0,0.1,8.7,1019,78,4.3,0,4,4.674401259
6/6/2018 2:45,12,2.7,8.7,1019,78,4.3,0,4,7.666001874
6/6/2018 3:00,38,7.6,8.8,1020,75,4.1,0,0,32.25178371
6/6/2018 3:15,60,14.1,8.8,1020,75,4.1,0,0,66.36119586
6/6/2018 3:30,86,21.5,8.8,1020,75,4.1,0,0,106.410938
6/6/2018 3:45,110,29.7,8.8,1020,75,4.1,0,0,140.0804694
6/6/2018 4:00,127,38.5,9.6,1020,72,4.1,0,0,187.3532924
6/6/2018 4:15,140,47.6,9.6,1020,72,4.1,0,0,219.2664209
6/6/2018 4:30,193,56.9,9.6,1020,72,4.1,0,0,223.951772
6/6/2018 4:45,258,64.4,9.6,1020,72,4.1,0,0,266.4369485
6/6/2018 5:00,322,75.3,10.8,1020,64,4.4,0,0,340.99014
6/6/2018 5:15,409,84.6,10.8,1020,64,4.4,0,0,416.6547917
6/6/2018 5:30,480,90.6,10.8,1020,64,4.4,0,0,507.1687227
6/6/2018 5:45,562,103.8,10.8,1020,64,4.4,0,0,586.5128506
6/6/2018 6:00,721,116,12,1021,54,4.7,0,0,789.0651507
6/6/2018 6:15,1062,125.7,12,1021,54,4.7,0,0,1100.529038
6/6/2018 6:30,1400,135.1,12,1021,54,4.7,0,0,1506.670398
6/6/2018 6:45,1735,144.3,12,1021,54,4.7,0,0,1779.011873
6/6/2018 7:00,2024,153.1,14.3,1021,46,4.9,0,0,2076.989724
6/6/2018 7:15,2257,161.7,14.3,1021,46,4.9,0,0,2418.070958
6/6/2018 7:30,2572,169.8,14.3,1021,46,4.9,0,0,2599.350781
6/6/2018 7:45,3013,177.6,14.3,1021,46,4.9,0,0,2873.64959
6/6/2018 8:00,3399,184.9,15,1022,41,5.1,0,0,3277.090021
6/6/2018 8:15,3407,191.7,15,1022,41,5.1,0,0,3470.237032
6/6/2018 8:30,3730,197.9,15,1022,41,5.1,0,0,3559.497109
6/6/2018 8:45,3653,203.7,15,1022,41,5.1,0,0,3757.613984
6/6/2018 9:00,3944,208.8,16.6,1021,39,5.1,0,0,3765.819363
6/6/2018 9:15,4024,213.3,16.6,1021,39,5.1,0,0,3906.513006
6/6/2018 9:30,4114,217.2,16.6,1021,39,5.1,0,0,3962.472501
6/6/2018 9:45,4158,220.4,16.6,1021,39,5.1,0,0,4063.247449
6/6/2018 10:00,4191,223,17.6,1021,37,4.5,0,8,4078.006081
6/6/2018 10:15,4211,224.9,17.6,1021,37,4.5,0,8,4078.782429
6/6/2018 10:30,4213,226.2,17.6,1021,37,4.5,0,8,4071.80114
6/6/2018 10:45,4199,226.7,17.6,1021,37,4.5,0,8,4074.139104
6/6/2018 11:00,4173,226.5,18.6,1021,36,4.4,0,18,4035.488455
6/6/2018 11:15,4142,225.7,18.6,1021,36,4.4,0,18,4028.07847
6/6/2018 11:30,4099,224.1,18.6,1021,36,4.4,0,18,4006.270419
6/6/2018 11:45,4038,221.9,18.6,1021,36,4.4,0,18,3981.560433
6/6/2018 12:00,3979,219,19.6,1021,36,4.5,0,35,3821.068756
6/6/2018 12:15,3870,215.5,19.6,1021,36,4.5,0,35,3749.669211
6/6/2018 12:30,3714,211.3,19.6,1021,36,4.5,0,35,3648.733741
6/6/2018 12:45,3619,206.5,19.6,1021,36,4.5,0,35,3551.759795
6/6/2018 13:00,3471,200.9,20.6,1020,34,4.6,0,27,3361.327627
6/6/2018 13:15,3282,187.5,20.6,1020,34,4.6,0,27,3191.685949
6/6/2018 13:30,3175,185.3,20.6,1020,34,4.6,0,27,3085.10582
6/6/2018 13:45,2962,181.7,20.6,1020,34,4.6,0,27,3006.12893
6/6/2018 14:00,2158,174.2,20.7,1020,35,4.6,0,23,2765.334074
6/6/2018 14:15,2529,166.2,20.7,1020,35,4.6,0,23,2335.834302
6/6/2018 14:30,2286,157.9,20.7,1020,35,4.6,0,23,2288.16529
6/6/2018 14:45,2118,148.9,20.7,1020,35,4.6,0,23,2051.23202
6/6/2018 15:00,1820,133,20.8,1019,35,4.6,0,21,1811.294947
6/6/2018 15:15,1577,127.8,20.8,1019,35,4.6,0,21,1602.68191
6/6/2018 15:30,1328,121.4,20.8,1019,35,4.6,0,21,1454.725915
6/6/2018 15:45,1044,111.7,20.8,1019,35,4.6,0,21,1173.276922
6/6/2018 16:00,754,101.9,21.1,1019,37,4.8,0,7,859.0134051
6/6/2018 16:15,540,92.1,21.1,1019,37,4.8,0,7,584.2790416
6/6/2018 16:30,342,82.2,21.1,1019,37,4.8,0,7,460.6687325
6/6/2018 16:45,223,72.3,21.1,1019,37,4.8,0,7,308.9556567
6/6/2018 17:00,179,62.5,20.5,1019,39,4.4,0,4,225.6547716
6/6/2018 17:15,166,51.1,20.5,1019,39,4.4,0,4,183.1482372
6/6/2018 17:30,148,43,20.5,1019,39,4.4,0,4,172.6256206
6/6/2018 17:45,125,34.9,20.5,1019,39,4.4,0,4,148.408415
6/6/2018 18:00,105,26.5,19.5,1019,43,3.7,0,3,119.7783068
6/6/2018 18:15,86,18.6,19.5,1019,43,3.7,0,3,95.34997245
6/6/2018 18:30,65,11.6,19.5,1019,43,3.7,0,3,67.33411353
6/6/2018 18:45,0,5.8,19.5,1019,43,3.7,0,3,52.86868589
6/6/2018 19:00,0,1.6,17.8,1020,48,3.5,0,0,5.492217629
6/6/2018 19:15,0,0,17.8,1020,48,3.5,0,0,4.515135936
6/6/2018 19:30,0,0,17.8,1020,48,3.5,0,0,4.515135936
6/6/2018 19:45,0,0,17.8,1020,48,3.5,0,0,4.515135936
6/6/2018 20:00,0,0,16.1,1020,54,3.7,0,0,4.515135936
6/6/2018 20:15,0,0,16.1,1020,54,3.7,0,0,4.515135936
6/6/2018 20:30,0,0,16.1,1020,54,3.7,0,0,4.515135936
6/6/2018 20:45,0,0,16.1,1020,54,3.7,0,0,4.515135936
6/6/2018 21:00,0,0,14.2,1021,56,3.8,0,0,4.515135936
6/6/2018 21:15,0,0,14.2,1021,56,3.8,0,0,4.515135936
6/6/2018 21:30,0,0,14.2,1021,56,3.8,0,0,4.515135936
6/6/2018 21:45,0,0,14.2,1021,56,3.8,0,0,4.515135936
6/6/2018 22:00,0,0,13.1,1021,59,3.4,0,0,4.515135936
6/6/2018 22:15,0,0,13.1,1021,59,3.4,0,0,4.515135936
6/6/2018 22:30,0,0,13.1,1021,59,3.4,0,0,4.515135936
6/6/2018 22:45,0,0,13.1,1021,59,3.4,0,0,4.515135936
6/6/2018 23:00,0,0,12.4,1021,62,3.4,0,0,4.515135936
6/6/2018 23:15,0,0,12.4,1021,62,3.4,0,0,4.515135936
6/6/2018 23:30,0,0,12.4,1021,62,3.4,0,0,4.515135936
6/6/2018 23:45,0,0,12.4,1021,62,3.4,0,0,4.515135936
7/6/2018 0:00,0,0,11.6,1021,64,3.6,0,0,4.674401259
7/6/2018 0:15,0,0,11.6,1021,64,3.6,0,0,4.674401259
7/6/2018 0:30,0,0,11.6,1021,64,3.6,0,0,4.674401259
7/6/2018 0:45,0,0,11.6,1021,64,3.6,0,0,4.674401259
7/6/2018 1:00,0,0,9.7,1020,67,3.6,0,0,4.674401259
7/6/2018 1:15,0,0,9.7,1020,67,3.6,0,0,4.674401259
7/6/2018 1:30,0,0,9.7,1020,67,3.6,0,0,4.674401259
7/6/2018 1:45,0,0,9.7,1020,67,3.6,0,0,4.674401259
7/6/2018 2:00,0,0,9.3,1020,67,3.4,0,0,4.674401259
7/6/2018 2:15,0,0,9.3,1020,67,3.4,0,0,4.674401259
7/6/2018 2:30,0,0.2,9.3,1020,67,3.4,0,0,4.674401259
7/6/2018 2:45,27,2.6,9.3,1020,67,3.4,0,0,7.666001874
7/6/2018 3:00,41,7.3,9.3,1020,67,3.3,0,0,43.38700463
7/6/2018 3:15,64,13.5,9.3,1020,67,3.3,0,0,72.08947713
7/6/2018 3:30,92,20.8,9.3,1020,67,3.3,0,0,112.6772982
7/6/2018 3:45,116,28.8,9.3,1020,67,3.3,0,0,153.3448347
7/6/2018 4:00,134,37.4,11,1021,64,3.8,0,0,196.619822
7/6/2018 4:15,153,46.5,11,1021,64,3.8,0,0,219.2481398
7/6/2018 4:30,212,55.8,11,1021,64,3.8,0,0,232.6652268
7/6/2018 4:45,271,62.9,11,1021,64,3.8,0,0,279.3762645
7/6/2018 5:00,329,74,13.5,1021,58,4,0,0,358.6767362
7/6/2018 5:15,424,83.7,13.5,1021,58,4,0,0,406.9769055
7/6/2018 5:30,489,94.5,13.5,1021,58,4,0,0,521.6712342
7/6/2018 5:45,564,105.2,13.5,1021,58,4,0,0,594.2185058
7/6/2018 6:00,738,115,15.2,1021,51,4.5,0,0,789.2287554
7/6/2018 6:15,1071,124.7,15.2,1021,51,4.5,0,0,1108.990126
7/6/2018 6:30,1404,134.2,15.2,1021,51,4.5,0,0,1499.461411
7/6/2018 6:45,1731,143.5,15.2,1021,51,4.5,0,0,1719.991784
7/6/2018 7:00,2015,152.4,17.1,1021,45,4.8,0,0,2040.786058
7/6/2018 7:15,2246,161,17.1,1021,45,4.8,0,0,2384.730784
7/6/2018 7:30,2586,169.3,17.1,1021,45,4.8,0,0,2596.176176
7/6/2018 7:45,2996,177.1,17.1,1021,45,4.8,0,0,2875.893664
7/6/2018 8:00,3338,184.5,18.2,1021,41,5,0,0,3273.008721
7/6/2018 8:15,3530,191.4,18.2,1021,41,5,0,0,3465.743547
7/6/2018 8:30,3653,197.7,18.2,1021,41,5,0,0,3609.630235
7/6/2018 8:45,3762,203.5,18.2,1021,41,5,0,0,3718.404982
7/6/2018 9:00,3885,208.7,19.8,1021,39,5,0,0,3784.332238
7/6/2018 9:15,3970,213.3,19.8,1021,39,5,0,0,3864.427447
7/6/2018 9:30,4066,217.3,19.8,1021,39,5,0,0,3942.566861
7/6/2018 9:45,4118,220.6,19.8,1021,39,5,0,0,4029.819118
7/6/2018 10:00,4144,223.2,21,1020,35,4.2,0,0,4054.528969
7/6/2018 10:15,4144,225.2,21,1020,35,4.2,0,0,4057.271193
7/6/2018 10:30,4136,226.5,21,1020,35,4.2,0,0,4047.314971
7/6/2018 10:45,4142,227.1,21,1020,35,4.2,0,0,4046.833545
7/6/2018 11:00,4111,227,21.4,1020,35,4.4,0,0,4019.642125
7/6/2018 11:15,4055,226.2,21.4,1020,35,4.4,0,0,4016.577832
7/6/2018 11:30,4014,224.7,21.4,1020,35,4.4,0,0,3963.036342
7/6/2018 11:45,3967,222.5,21.4,1020,35,4.4,0,0,3896.906172
7/6/2018 12:00,3881,219.7,23,1019,34,4.4,0,0,3828.363806
7/6/2018 12:15,3776,216.2,23,1019,34,4.4,0,0,3719.777855
7/6/2018 12:30,3678,212,23,1019,34,4.4,0,0,3641.176891
7/6/2018 12:45,3539,207.2,23,1019,34,4.4,0,0,3526.513275
7/6/2018 13:00,3442,201.8,23.8,1019,34,4.4,0,0,3336.191039
7/6/2018 13:15,3287,195.9,23.8,1019,34,4.4,0,0,3240.832799
7/6/2018 13:30,3132,189.4,23.8,1019,34,4.4,0,0,3115.588146
7/6/2018 13:45,2958,182.4,23.8,1019,34,4.4,0,0,2955.120232
7/6/2018 14:00,2748,174.9,24,1018,34,4.3,0,0,2778.627866
7/6/2018 14:15,2541,166.9,24,1018,34,4.3,0,0,2567.052458
7/6/2018 14:30,2319,158.6,24,1018,34,4.3,0,0,2365.488955
7/6/2018 14:45,2055,149.8,24,1018,34,4.3,0,0,2079.056466
7/6/2018 15:00,1809,140.8,24.6,1018,34,4.1,0,0,1855.394661
7/6/2018 15:15,1583,131.5,24.6,1018,34,4.1,0,0,1688.947294
7/6/2018 15:30,1321,121.9,24.6,1018,34,4.1,0,0,1450.314325
7/6/2018 15:45,1034,112.2,24.6,1018,34,4.1,0,0,1164.486578
7/6/2018 16:00,775,102.3,24.5,1017,34,3.9,0,0,857.0775563
7/6/2018 16:15,534,92.4,24.5,1017,34,3.9,0,0,627.5167361
7/6/2018 16:30,355,82.5,24.5,1017,34,3.9,0,0,463.4223941
7/6/2018 16:45,230,72.6,24.5,1017,34,3.9,0,0,298.6083154
7/6/2018 17:00,181,62.8,23.8,1017,39,2.9,0,0,238.7336463
7/6/2018 17:15,163,53.3,23.8,1017,39,2.9,0,0,194.4813123
7/6/2018 17:30,145,44,23.8,1017,39,2.9,0,0,172.6256206
7/6/2018 17:45,127,35,23.8,1017,39,2.9,0,0,147.2058833
7/6/2018 18:00,107,26.6,22.6,1017,44,2.1,0,0,129.7799638
7/6/2018 18:15,86,18.8,22.6,1017,44,2.1,0,0,99.83654638
7/6/2018 18:30,63,11.8,22.6,1017,44,2.1,0,0,67.33411353
7/6/2018 18:45,42,6,22.6,1017,44,2.1,0,0,52.86868589
7/6/2018 19:00,20,1.7,20.3,1017,51,2.4,0,0,18.97515979
7/6/2018 19:15,0,0,20.3,1017,51,2.4,0,0,5.412933752
7/6/2018 19:30,0,0,20.3,1017,51,2.4,0,0,4.515135936
7/6/2018 19:45,0,0,20.3,1017,51,2.4,0,0,4.515135936
7/6/2018 20:00,0,0,17.5,1017,56,2.9,0,0,4.515135936
7/6/2018 20:15,0,0,17.5,1017,56,2.9,0,0,4.515135936
7/6/2018 20:30,0,0,17.5,1017,56,2.9,0,0,4.515135936
7/6/2018 20:45,0,0,17.5,1017,56,2.9,0,0,4.515135936
7/6/2018 21:00,0,0,16.1,1017,58,3.2,0,0,4.515135936
7/6/2018 21:15,0,0,16.1,1017,58,3.2,0,0,4.515135936
7/6/2018 21:30,0,0,16.1,1017,58,3.2,0,0,4.515135936
7/6/2018 21:45,0,0,16.1,1017,58,3.2,0,0,4.515135936
7/6/2018 22:00,0,0,14.6,1017,60,3.8,0,0,4.515135936
7/6/2018 22:15,0,0,14.6,1017,60,3.8,0,0,4.515135936
7/6/2018 22:30,0,0,14.6,1017,60,3.8,0,0,4.515135936
7/6/2018 22:45,0,0,14.6,1017,60,3.8,0,0,4.515135936
7/6/2018 23:00,0,0,14.6,1017,61,3.4,0,0,4.515135936
7/6/2018 23:15,0,0,14.6,1017,61,3.4,0,0,4.515135936
7/6/2018 23:30,0,0,14.6,1017,61,3.4,0,0,4.515135936
7/6/2018 23:45,0,0,14.6,1017,61,3.4,0,0,4.515135936
